Family/kid friendly,Air conditioning,Carbon monoxide detector,TV,Lock on bedroom door,Fire extinguisher,Buzzer/wireless intercom,Free parking on premises,Laptop friendly workspace,Shampoo,Pets allowed,Hangers,Internet,Cable TV,First aid kit,Essentials,Hair dryer,Elevator,Smoke detector,Iron,review_score_category,log_price
1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,high,5.272999558563747
0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,4.867534450455582
0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.574710978503383
0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,high,5.231108616854587
1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,high,6.1092475827643655
0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,high,3.912023005428147
1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.976733742420574
1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,high,4.0943445622221
1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,5.433722003554242
1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,high,4.691347882229144
1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,high,4.5217885770490405
0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,high,5.1647859739235145
0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,low,4.564348191467836
1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,high,5.043425116919247
1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,high,5.857933154483459
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,high,5.105945473900579
0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,high,4.382026634673881
1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,high,7.090076835776093
1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,high,5.991464547107983
0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,high,4.30406509320417
0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,high,5.703782474656202
1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,high,3.8918202981106265
1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,high,4.852030263919617
0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,high,4.553876891600541
1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,high,4.31748811353631
0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,high,4.31748811353631
0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,4.787491742782046
1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,high,4.30406509320417
1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,high,4.31748811353631
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,high,4.787491742782046
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,high,5.247024072160486
0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,high,4.700480365792417
1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,high,6.907755278982138
1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,high,4.912654885736052
0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,high,3.912023005428147
1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,high,4.653960350157523
1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,high,4.248495242049359
1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,4.07753744390572
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,high,2.8332133440562166
1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,high,3.688879454113936
1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,high,4.59511985013459
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,high,3.80666248977032
1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,high,4.8283137373023015
0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,high,4.553876891600541
1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,high,5.433722003554242
0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,high,5.991464547107983
0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.158883083359672
1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,high,5.303304908059076
0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,high,5.1298987149230735
1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,high,4.976733742420574
0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,high,5.5174528964647065
1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,high,5.703782474656202
0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,high,3.9889840465642745
0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,high,5.010635294096256
1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,high,4.553876891600541
0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,high,4.867534450455582
1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,high,5.1929568508902095
0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,high,4.382026634673881
0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,high,4.0943445622221
1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,high,4.59511985013459
0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,high,5.272999558563747
1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,mid,4.941642422609304
0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,high,4.8283137373023015
1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,high,6.309918278226516
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,high,4.31748811353631
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,high,4.07753744390572
1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,high,4.382026634673881
1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,high,4.442651256490317
1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.143134726391533
0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,high,4.605170185988092
1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,high,3.912023005428147
0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,high,5.703782474656202
0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,high,4.700480365792417
1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.48863636973214
1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,high,5.010635294096256
1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,high,4.882801922586372
1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,high,6.551080335043403
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,high,3.8918202981106265
1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,high,4.382026634673881
1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,high,5.010635294096256
1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,high,4.31748811353631
1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,high,6.1092475827643655
0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,high,4.4067192472642525
0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,high,5.3471075307174685
1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,high,3.555348061489413
0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,high,4.859812404361672
0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.060443010546419
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,high,5.298317366548036
0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,high,3.8501476017100575
1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,high,5.293304824724492
1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,low,6.171700597410915
0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,high,4.8283137373023015
1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,high,4.584967478670572
0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,high,4.605170185988092
0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,high,4.4998096703302615
1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,high,4.691347882229144
0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,4.23410650459726
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,mid,4.787491742782046
0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,high,4.74493212836325
0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,high,4.0943445622221
1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,high,4.31748811353631
1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,high,5.416100402204419
0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,high,4.59511985013459
0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,high,5.0304379213924335
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,high,4.248495242049359
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,mid,3.8918202981106265
0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,high,4.7791234931115305
1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,5.598421958998375
1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,high,4.700480365792417
1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,high,3.80666248977032
1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,5.220355825078324
1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,high,4.0943445622221
0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,high,4.941642422609304
0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,mid,5.393627546352364
1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,high,6.214608098422191
1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,high,4.248495242049359
1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,high,4.343805421853683
0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,high,5.043425116919247
1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,6.904750769961837
1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,high,4.59511985013459
0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,high,3.871201010907892
0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,high,5.010635294096256
1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,high,6.395261598115449
1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,high,4.941642422609304
1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,high,4.836281906951479
1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,high,5.3471075307174685
1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,high,4.8283137373023015
1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,high,4.007333185232471
0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,high,4.0943445622221
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,high,3.912023005428147
1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,5.187385805840755
1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,high,6.212606095751518
1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.23410650459726
1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,high,5.241747015059644
1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,high,4.74493212836325
1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,high,4.51085950651685
1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,low,4.941642422609304
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,mid,4.0943445622221
0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,high,4.867534450455582
1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,5.342334251964812
1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.442651256490317
1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,high,4.787491742782046
1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,mid,4.7791234931115305
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high,3.912023005428147
0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,high,4.31748811353631
0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,high,4.442651256490317
0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,5.010635294096256
0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,high,4.394449154672439
1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,high,5.247024072160486
0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,high,5.135798437050261
0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,high,4.8283137373023015
1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,high,6.214608098422191
1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,5.799092654460528
0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,high,5.293304824724492
0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,high,3.8501476017100575
1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,4.564348191467836
1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.7791234931115305
1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,high,4.23410650459726
1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,6.163314804034643
0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,high,3.555348061489413
1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,high,5.293304824724492
1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,high,5.272999558563747
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,high,5.703782474656202
1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,high,3.555348061489413
1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,high,4.90527477843843
1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,high,6.214608098422191
0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,high,4.394449154672439
1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,high,4.382026634673881
0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,high,3.912023005428147
0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,mid,3.80666248977032
0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,mid,3.8918202981106265
0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,high,5.416100402204419
0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,high,3.912023005428147
1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,high,3.80666248977032
1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,high,5.62040086571715
1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,high,5.220355825078324
1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,high,5.703782474656202
1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,high,5.703782474656202
1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,4.941642422609304
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,high,4.060443010546419
0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,high,5.105945473900579
0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,high,4.31748811353631
1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,high,5.433722003554242
1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,high,6.396929655216146
0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,high,4.330733340286331
1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,high,4.4998096703302615
0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,high,4.653960350157523
0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,high,4.442651256490317
0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,high,5.003946305945459
0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,high,4.653960350157523
0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,high,4.276666119016055
1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,high,3.871201010907892
1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,high,4.07753744390572
1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,high,4.31748811353631
0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,high,4.700480365792417
1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,high,5.1929568508902095
0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,high,5.1929568508902095
0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,high,4.8283137373023015
1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,high,4.543294782270004
0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,high,4.820281565605037
0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,high,5.010635294096256
1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.736198448394496
0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,high,3.688879454113936
0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,high,4.919980925828125
0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,mid,3.80666248977032
0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,high,3.2958368660043287
0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.174387269895637
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,high,6.212606095751518
1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,high,4.934473933130692
1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,mid,6.1092475827643655
1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,mid,3.218875824868201
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mid,3.871201010907892
0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,high,4.174387269895637
1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,high,3.912023005428147
0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,high,4.553876891600541
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,high,3.737669618283368
1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,high,4.8283137373023015
1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,high,4.48863636973214
0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,high,4.736198448394496
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,high,4.4188406077965965
0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,high,5.298317366548036
0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,high,3.8918202981106265
0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,high,5.010635294096256
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,high,4.0943445622221
0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,high,5.010635294096256
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,high,4.382026634673881
0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,high,3.7841896339182615
0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,high,5.298317366548036
0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,high,4.356708826689592
1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,high,4.48863636973214
0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,high,3.218875824868201
0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,high,3.713572066704309
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,high,5.991464547107983
0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,high,4.382026634673881
1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,high,5.703782474656202
1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,high,5.010635294096256
0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,high,4.787491742782046
0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,high,5.1929568508902095
1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,high,5.416100402204419
0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.59511985013459
1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,high,4.605170185988092
0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,high,4.430816798843313
1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,5.247024072160486
0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,high,5.247024072160486
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,mid,4.787491742782046
0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,high,3.555348061489413
1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,high,4.442651256490317
1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,high,4.691347882229144
0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,high,3.688879454113936
1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,high,5.433722003554242
0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,high,4.941642422609304
0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,high,4.605170185988092
1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,high,3.555348061489413
0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,high,4.0943445622221
0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,high,4.143134726391533
0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,high,5.3706380281276624
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,high,3.688879454113936
1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,high,4.31748811353631
1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,high,5.5174528964647065
0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,high,5.1929568508902095
1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,high,4.605170185988092
1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,high,4.8283137373023015
0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,mid,4.31748811353631
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,high,4.553876891600541
1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,high,4.976733742420574
1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,high,5.513428746164983
0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,4.74493212836325
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,high,6.549650742233808
0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,high,4.605170185988092
1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,high,4.0943445622221
1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,high,5.634789603169249
1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,high,4.700480365792417
0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,mid,3.80666248977032
0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,high,4.59511985013459
0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,low,3.80666248977032
